estado_accion,estado_velocidad,frase,accion,velocidad
adelante + derecha,detenida,echale para enfrente?,adelante,detenida
adelante + derecha,lenta,silla izquierda,adelante,lenta
prendida,detenida,apaga de una,apagar,detenida
prendida,detenida,rueda para adelante con calma,adelante,lenta
prendida,lenta,ve despacio en este momento,null,lenta
adelante,lenta,izquIerda ya,adelante + izquierda,lenta
adelante,normal,derecha,adelante + derecha,normal
adelante,lenta,silla derecha,adelante + derecha,lenta
adelante,lenta,aumenta la velocidad en corto,adelante,rapido
prendida,lenta,modo normal ahora,null,normal
adelante + derecha,normal,silla izquierda,adelante,normal
prendida,detenida,Acelera En Friega...,null,rapido
prendida,detenida,muevete adelante,adelante,null
prendida,detenida,rueda al frente suavecito,adelante,lenta
adelante + derecha,lenta,voltea a la izquierda,adelante,lenta
prendida,detenida,apaga de una,apagar,detenida
izquierda,rapido,modo normal ahorita,izquierda,normal
derecha,lenta,subele la velocidad,derecha,rapido
prendida,detenida,apagate de una,apagar,detenida
prendida,rapido,manten velocidad normal ahora,null,normal
prendida,detenida,ve al frente despacio...,adelante,lenta
adelante + izquierda,rapido,voltea a la derecha!,adelante,rapido
prendida,detenida,muevete de frente lento,adelante,lenta
prendida,lenta,pa enfrente,adelante,null
prendida,rapido,Avanza,adelante,null
prendida,detenida,muevete de frente normal,adelante,normal
apagado,detenida,prendete ahorita,prender,detenida
apagado,detenida,arranca de una,prender,detenida
adelante,normal,gira a la izquierda!,adelante + izquierda,normal
prendida,detenida,desconectate en corto,apagar,detenida
adelante,detenida,A Velocidad Normal En Este Momento??,adelante,normal
prendida,detenida,al lado derecho con cuidado,derecha,lenta
adelante + izquierda,lenta,gira a la derecha,adelante,lenta
adelante,detenida,bajale la velocidad de una.,adelante,lenta
prendida,detenida,avanza con calma,adelante,lenta
prendida,detenida,silla adelante,adelante,null
apagado,detenida,enciende en este momento,prender,detenida
adelante + derecha,rapido,avanza,adelante,rapido
prendida,detenida,izquierda,izquierda,null
adelante + derecha,rapido,Echale Para Enfrente,adelante,rapido
adelante,lenta,acelera,adelante,rapido
adelante,lenta,velocidad normal en este momento,adelante,normal
apagado,detenida,activate de una,prender,detenida
adelante + derecha,detenida,avanza,adelante,detenida
apagado,detenida,activate en corto,prender,detenida
prendida,detenida,silla adelante,adelante,null
adelante + izquierda,lenta,echale para enfrente,adelante,lenta
prendida,detenida,echale para enfrente,adelante,normal
izquierda,rapido,normal ahorita,izquierda,normal
prendida,rapido,aumenta la velocidad de una?,null,rapido
adelante,lenta,subele la velocidad en este momento,adelante,rapido
prendida,detenida,ECHALE PARA ENFRENTE,adelante,null
prendida,detenida,de frente con mas velocidad,adelante,rapido
derecha,lenta,aumenta la velocidad de una,derecha,rapido
adelante,normal,gira a la izquierda,adelante + izquierda,normal
apagado,detenida,enciendete,prender,detenida
adelante,rapido,baja a normal,adelante,normal
prendida,detenida,desconectate ahora,apagar,detenida
adelante + derecha,lenta,pa enfrente...,adelante,lenta
prendida,detenida,pa enfrente,adelante,null
adelante,rapido,gira a la izquierda.,adelante + izquierda,rapido
prendida,detenida,Continua Al Frente Despacito,adelante,lenta
adelante,normal,izquierda,adelante + izquierda,normal
prendida,detenida,PA' LA DERECHA A VELOCIDAD NORMAL,derecha,normal
adelante,lenta,DERECHA...,adelante + derecha,lenta
adelante,lenta,Voltea A La Izquierda!!,adelante + izquierda,lenta
apagado,detenida,prendete de una,prender,detenida
apagado,detenida,prende la silla,prender,detenida
adelante,lenta,Suavecito,adelante,lenta
prendida,detenida,izquierda despacio,izquierda,lenta
izquierda,rapido,A VELOCIDAD NORMAL YA!!,izquierda,normal
adelante,lenta,con mas velocidad,adelante,rapido
adelante + izquierda,normal,adelante,adelante,normal
prendida,detenida,a la izquierda.,izquierda,null
prendida,detenida,voltea a la izquierda,izquierda,null
prendida,normal,velocidad normal en este momento,null,normal
prendida,detenida,apagate ya,apagar,detenida
adelante + izquierda,lenta,derecha,adelante,lenta
adelante + derecha,lenta,vamos adelante,adelante,lenta
adelante + izquierda,lenta,silla derecha,adelante,lenta
prendida,detenida,apaga ahora!,apagar,detenida
prendida,detenida,VAMOS ADELANTE?,adelante,null
prendida,detenida,dA vuElta hacia la izQuiErda,izquierda,normal
adelante + derecha,rapido,silla adelante,adelante,rapido
prendida,detenida,RUEDA HACIA ADELANTE NORMAL,adelante,normal
prendida,detenida,Ve Derecho Con Cuidado,adelante,lenta
adelante,normal,IZQUIERDA,adelante + izquierda,normal
apagado,detenida,prendete ahorita,prender,detenida
adelante + derecha,lenta,adELAnTE,adelante,lenta
prendida,detenida,apagate ya,apagar,detenida
prendida,detenida,Gira Pa' La Derecha Mas Rapido,derecha,rapido
prendida,detenida,a la derecha lenta,derecha,lenta
apagado,detenida,prendete rapido,prender,detenida
adelante,normal,GIRA A LA DERECHA,adelante + derecha,normal
adelante + derecha,lenta,PARA ENFRENTE,adelante,lenta
adelante,normal,silla derecha,adelante + derecha,normal
prendida,detenida,aumentA la veLoCIDad ahorIta,null,rapido
adelante,lenta,voltea a la derecha!,adelante + derecha,lenta
izquierda,detenida,coN cAlma ahOritA,izquierda,lenta
izquierda,normal,reduce la velocidad en corto,izquierda,lenta
adelante,normal,aumenta la velocidad ya,adelante,rapido
prendida,detenida,avanza,adelante,null
adelante,normal,voltea a la derecha.,adelante + derecha,normal
prendida,detenida,APAGATE AHORA,apagar,detenida
izquierda,normal,reduce la velocidad ahora,izquierda,lenta
prendida,detenida,llegale al frente tranqui,adelante,lenta
prendida,detenida,desactivate en corto,apagar,detenida
prendida,detenida,voltea a la izquierda,izquierda,null
apagado,detenida,inicia,prender,detenida
prendida,detenida,Al Lado Derecho,derecha,normal
adelante,normal,izquierda,adelante + izquierda,normal
prendida,detenida,RUEDA PARA ENFRENTE MAS RAPIDO.,adelante,rapido
prendida,rapido,moDo norMal,null,normal
adelante,rapido,gira A la deRecHA!!,adelante + derecha,rapido
adelante + derecha,normal,izquierda ya,adelante,normal
adelante + derecha,lenta,pa enfrente,adelante,lenta
prendida,detenida,echale hacia adelante con calma,adelante,lenta
adelante + derecha,lenta,IZQUIERDA YA,adelante,lenta
apagado,detenida,prende ahora,prender,detenida
prendida,detenida,dale adelante!!,adelante,null
prendida,detenida,Gira Para La Derecha Despacito,derecha,lenta
prendida,lenta,para enfrente,adelante,null
prendida,rapido,mas lento En eSte mOmEnto,null,lenta
prendida,detenida,PA ENFRENTE,adelante,null
prendida,detenida,Vamos Adelante!!,adelante,null
prendida,rapido,dale adelante,adelante,null
adelante + izquierda,normal,adelante,adelante,normal
adelante + derecha,normal,para enfrente,adelante,normal
adelante,lenta,con mas velocidad,adelante,rapido
prendida,detenida,Dale Adelante,adelante,null
prendida,detenida,a la derecha apurate,derecha,rapido
prendida,lenta,PARA ENFRENTE,adelante,null
prendida,detenida,sigue de frente con mas velocidad,adelante,rapido
adelante,rapido,desacelera en corto!,adelante,lenta
adelante,rapido,voltea a la izquierda??,adelante + izquierda,rapido
prendida,normal,dale adelante,adelante,null
prendida,detenida,cierra ahora,apagar,detenida
adelante + derecha,lenta,izquierda,adelante,lenta
prendida,detenida,Pa Enfrente,adelante,null
prendida,rapido,ve despacio en corto,null,lenta
prendida,lenta,aumenta la velocidad ya,null,rapido
adelante,lenta,VOLTEA A LA IZQUIERDA??,adelante + izquierda,lenta
adelante,normal,normal ya,adelante,normal
adelante,lenta,gira a la izquierda...,adelante + izquierda,lenta
prendida,detenida,hacia la derecha con mas velocidad,derecha,rapido
adelante,detenida,suavecito?,adelante,lenta
adelante,rapido,silla izquierda,adelante + izquierda,rapido
prendida,detenida,CONTINUA PARA ADELANTE,adelante,normal
prendida,normal,vamos adelante,adelante,null
adelante,rapido,derecha,adelante + derecha,rapido
prendida,lenta,Bajale La Velocidad Ahorita...,null,lenta
prendida,detenida,aumenta la velocidad en friega?,null,rapido
adelante + izquierda,detenida,dErEcha,adelante,detenida
adelante,rapido,SILLA DERECHA?,adelante + derecha,rapido
prendida,detenida,echale para enfrente,adelante,null
adelante + izquierda,rapido,pa enfrente,adelante,rapido
adelante + derecha,rapido,Voltea A La Izquierda,adelante,rapido
prendida,detenida,para la izquierda con mas velocidad,izquierda,rapido
adelante + izquierda,normal,voltea a la derecha,adelante,normal
adelante + derecha,normal,izquierda ya,adelante,normal
prendida,detenida,Muevete Adelante,adelante,null
prendida,detenida,arrancate para adelante,adelante,normal
prendida,detenida,apaga la silla?,apagar,detenida
prendida,detenida,voltea a la izquierda a velocidad normal,izquierda,normal
prendida,detenida,RUEDA PARA ENFRENTE DESPACIO!!,adelante,lenta
adelante,rapido,derecha,adelante + derecha,rapido
prendida,detenida,vamos adelante,adelante,null
prendida,detenida,Rueda Hacia Adelante Tranqui,adelante,lenta
adelante + derecha,normal,avanza!,adelante,normal
prendida,normal,Mas Rapido De Una...,null,rapido
adelante,lenta,modo normal ya,adelante,normal
prendida,detenida,muevete para enfrente con cuidado,adelante,lenta
prendida,detenida,gira a la izquierda,izquierda,null
prendida,lenta,a velocidad normal.,null,normal
prendida,detenida,continua para adelante,adelante,normal
prendida,detenida,echale para enfrente,adelante,normal
prendida,detenida,silla derecha,derecha,null
adelante,normal,izquierda ya...,adelante + izquierda,normal
adelante,normal,bAjA a normaL,adelante,normal
adelante + derecha,lenta,voltea a la izquierda,adelante,lenta
prendida,detenida,Gira Al Lado Derecho Con Calma...,derecha,lenta
derecha,detenida,aumenta la velocidad en este momento??,derecha,rapido
prendida,detenida,echale derecho a velocidad normal?,adelante,normal
adelante + derecha,rapido,izquierda ya,adelante,rapido
prendida,normal,vamos adelante,adelante,null
prendida,detenida,aumenta la velocidad en corto,null,rapido
adelante,lenta,giRa a la DereCHa,adelante + derecha,lenta
apagado,detenida,Activate De Una,prender,detenida
prendida,rapido,para enfrente,adelante,null
adelante,lenta,con mas velocidad en este momento,adelante,rapido
adelante,rapido,SUBELE LA VELOCIDAD EN FRIEGA,adelante,rapido
adelante + izquierda,lenta,gira a la derecha,adelante,lenta
prendida,detenida,continua al frente apurate,adelante,rapido
prendida,detenida,mueveTe HacIa adeLaNte,adelante,normal
adelante + derecha,lenta,PA ENFRENTE,adelante,lenta
adelante,normal,mete mas velocidad en corto??,adelante,rapido
prendida,detenida,Avanza,adelante,null
prendida,normal,no tan rapido de inmediato!,null,lenta
adelante + derecha,lenta,izQuIerda ya,adelante,lenta
adelante + izquierda,normal,derecha ya!!,adelante,normal
adelante,detenida,subele la velocidad en corto,adelante,rapido
adelante + derecha,lenta,a la Izquierda,adelante,lenta
prendida,detenida,gira a la izquierda,izquierda,null
prendida,detenida,llegale al frente mas rapido,adelante,rapido
adelante + izquierda,rapido,avanza,adelante,rapido
derecha,detenida,velocidad normal,derecha,normal
prendida,detenida,rueda para adelante con cuidado,adelante,lenta
prendida,detenida,rueda hacia adelante rapido...,adelante,rapido
prendida,detenida,da vuelta a la izquierda,izquierda,normal
adelante,normal,subele la velocidad ya,adelante,rapido
derecha,lenta,reduce la velocidad ya,derecha,lenta
adelante + derecha,normal,voltea a la izquierda,adelante,normal
prendida,lenta,EcHale para enfrenTE?,adelante,null
adelante,lenta,voltea a la izquierda,adelante + izquierda,lenta
adelante + izquierda,detenida,voltea a la derecha,adelante,detenida
adelante + derecha,normal,dale adelante,adelante,normal
adelante + derecha,lenta,echale para enfrente,adelante,lenta
adelante + derecha,lenta,a la izquierda,adelante,lenta
prendida,detenida,da vuelta al lado izquierdo mete velocidad,izquierda,rapido
prendida,detenida,avanza,adelante,null
adelante,rapido,izquierda,adelante + izquierda,rapido
prendida,detenida,subele la velocidad ahorita,null,rapido
prendida,detenida,Continua Hacia Adelante,adelante,normal
prendida,detenida,adelantate normal.,adelante,normal
prendida,normal,tranqui...,null,lenta
adelante + izquierda,lenta,echale para enfrente,adelante,lenta
adelante,detenida,mas rapido,adelante,rapido
prendida,rapido,PA ENFRENTE,adelante,null
adelante + derecha,normal,a la izquierda,adelante,normal
adelante,lenta,a la izquierda,adelante + izquierda,lenta
adelante,rapido,A LA IZQUIERDA,adelante + izquierda,rapido
adelante,rapido,a la derecha,adelante + derecha,rapido
prendida,detenida,continua derecho mas rapido?,adelante,rapido
prendida,detenida,apaga la silla?,apagar,detenida
prendida,detenida,voltea pa' la izquierda,izquierda,normal
prendida,rapido,no tan rapido de inmediato,null,lenta
prendida,detenida,voltea al lado izquierdo mete velocidad!!,izquierda,rapido
prendida,detenida,vamos adelante,adelante,null
adelante,rapido,tranqui??,adelante,lenta
adelante,normal,izquierda.,adelante + izquierda,normal
prendida,detenida,muevete adelante!,adelante,null
prendida,rapido,manten velocidad normal ya.,null,normal
adelante,lenta,gira a la izquierda,adelante + izquierda,lenta
adelante,rapido,izquierda...,adelante + izquierda,rapido
adelante,rapido,izquierda,adelante + izquierda,rapido
adelante,detenida,baja a normal,adelante,normal
prendida,rapido,normal,null,normal
adelante,rapido,gira a la derecha,adelante + derecha,rapido
adelante + derecha,normal,silla izquierda,adelante,normal
prendida,normal,mete mas velocIdad ya,null,rapido
adelante + izquierda,normal,A lA derecHa,adelante,normal
adelante,lenta,voltea a la derecha,adelante + derecha,lenta
prendida,detenida,silla izquierda,izquierda,null
prendida,detenida,dale adelante velocidad normal.,adelante,normal
apagado,detenida,ENCIENDETE AHORITA,prender,detenida
prendida,lenta,aumenta la velocidad de una,null,rapido
prendida,lenta,con calma de una,null,lenta
apagado,detenida,activate en corto??,prender,detenida
derecha,normal,a velocidad normal ya,derecha,normal
adelante,normal,velocidad normal en este momento.,adelante,normal
prendida,detenida,para enfrente,adelante,null
derecha,normal,mete mas velocidad en este momento,derecha,rapido
prendida,rapido,MANTEN VELOCIDAD NORMAL AHORITA,null,normal
adelante,normal,bajale la velocidad de inmediato,adelante,lenta
apagado,detenida,prendete ahorita,prender,detenida
adelante,lenta,Gira A La Izquierda!,adelante + izquierda,lenta
adelante + derecha,rapido,gira a la izquierda,adelante,rapido
prendida,detenida,Desconectate En Corto,apagar,detenida
prendida,detenida,apagate,apagar,detenida
prendida,detenida,Apagate,apagar,detenida
prendida,normal,lenta,null,lenta
prendida,normal,ECHALE PARA ENFRENTE,adelante,null
adelante + izquierda,rapido,derecha ya,adelante,rapido
prendida,rapido,MeTe velOCiDAd,null,rapido
prendida,rapido,con maS VELocidAd ahoRa,null,rapido
prendida,detenida,VAMOS ADELANTE,adelante,null
prendida,detenida,arrancate para adelante con mas velocidad,adelante,rapido
prendida,lenta,Mas Lento En Friega,null,lenta
prendida,detenida,vamos adelante.,adelante,null
adelante + izquierda,lenta,VOLTEA A LA DERECHA,adelante,lenta
prendida,detenida,rueda hacia adelante apurate,adelante,rapido
prendida,detenida,izquierda ya.,izquierda,null
prendida,detenida,adelantE leNta,adelante,lenta
prendida,detenida,muevete hacia adelante apurate,adelante,rapido
adelante + izquierda,rapido,DereCha ya,adelante,rapido
prendida,detenida,a la IzquIeRdA,izquierda,null
apagado,detenida,iniciA En FrIega...,prender,detenida
prendida,detenida,IZQUIERDA YA,izquierda,null
izquierda,lenta,aumenta la velocidad en este momento,izquierda,rapido
adelante + izquierda,lenta,a la derecha!,adelante,lenta
adelante,normal,derecha,adelante + derecha,normal
adelante,normal,derecha ya...,adelante + derecha,normal
adelante,rapido,a la derecha,adelante + derecha,rapido
prendida,detenida,voltea a la derecha,derecha,null
adelante + derecha,normal,a la izQuiErda,adelante,normal
adelante,normal,mas lento ya.,adelante,lenta
prendida,detenida,aVAnzA,adelante,normal
adelante,normal,derecha,adelante + derecha,normal
adelante + derecha,rapido,para enfrente,adelante,rapido
prendida,lenta,muevete adelante,adelante,null
prendida,rapido,dale adelante,adelante,null
prendida,lenta,Normal En Friega,null,normal
adelante,detenida,ve despacio de inmediato,adelante,lenta
izquierda,normal,reduce la velocidad en este momento,izquierda,lenta
adelante,normal,gira a la derecha.,adelante + derecha,normal
prendida,detenida,da vuelta al lado izquierdo con cuidado!!,izquierda,lenta
prendida,detenida,pa enfrente velocidad normal,adelante,normal
prendida,detenida,Ve para enfRente con mas velocIdad,adelante,rapido
apagado,detenida,enciende,prender,detenida
prendida,lenta,Normal,null,normal
adelante,detenida,mete mas velocidad en este momento,adelante,rapido
prendida,detenida,sigue derecho despacio,adelante,lenta
adelante,lenta,a la izquierda.,adelante + izquierda,lenta
adelante,lenta,Silla Derecha,adelante + derecha,lenta
prendida,detenida,suavecito,null,lenta
prendida,rapido,mas lento,null,lenta
prendida,detenida,muevete para adelante rapido?,adelante,rapido
prendida,detenida,apagate de una,apagar,detenida
prendida,detenida,pa enfrente,adelante,null
prendida,detenida,muevete adelante,adelante,null
adelante + izquierda,lenta,dale adelante?,adelante,lenta
prendida,detenida,voltea a la izquierda,izquierda,null
prendida,detenida,Llegale Al Frente Con Mas Velocidad,adelante,rapido
prendida,detenida,no tan rapido en friega,null,lenta
prendida,lenta,Normal Ya!!,null,normal
adelante + izquierda,normal,adelante,adelante,normal
apagado,detenida,prende,prender,detenida
prendida,normal,modo normal ahora,null,normal
adelante,detenida,Lenta,adelante,lenta
prendida,normal,A Velocidad Normal...,null,normal
apagado,detenida,Arranca En Corto,prender,detenida
prendida,detenida,DEsconECtate aHora,apagar,detenida
prendida,detenida,dale adelante,adelante,null
prendida,detenida,muevete de frente normal,adelante,normal
prendida,detenida,muevete adelante,adelante,null
izquierda,lenta,despacito,izquierda,lenta
adelante + izquierda,lenta,silla derecha,adelante,lenta
prendida,detenida,voltea a la izquierda,izquierda,null
prendida,detenida,hacia la derecha suavecito,derecha,lenta
prendida,detenida,Adelante Velocidad Normal,adelante,normal
adelante,normal,Voltea A La Izquierda,adelante + izquierda,normal
prendida,detenida,para enfrente con cuidado,adelante,lenta
izquierda,detenida,manten velocidad normal ya,izquierda,normal
adelante + izquierda,rapido,deRecha,adelante,rapido
prendida,detenida,izquierda!,izquierda,null
adelante,rapido,voltea a la izquierda!!,adelante + izquierda,rapido
prendida,detenida,voltea a la derecha?,derecha,null
prendida,lenta,aumenta la velocidad ya,null,rapido
adelante,lenta,Tranqui,adelante,lenta
prendida,detenida,pa' la izquierda con mas velocidad?,izquierda,rapido
adelante + izquierda,normal,voltea a la derecha,adelante,normal
adelante,normal,izquierda,adelante + izquierda,normal
derecha,lenta,manten velocidad normal ahorita,derecha,normal
adelante,lenta,no tan rapido en friega!,adelante,lenta
prendida,detenida,voltea hacia la izquierda con mas velocidad,izquierda,rapido
prendida,rapido,aumenta la velocidad de inmediato??,null,rapido
izquierda,lenta,subele la velocidad ya?,izquierda,rapido
prendida,detenida,izquierda ya,izquierda,null
apagado,detenida,prende,prender,detenida
apagado,detenida,inicia en corto,prender,detenida
adelante + derecha,normal,voltea a la izquierda!,adelante,normal
prendida,rapido,velocidad normal en este momento,null,normal
prendida,detenida,pa enfrente lenta,adelante,lenta
adelante + derecha,detenida,izquierda ya,adelante,detenida
apagado,detenida,eNCiEndete,prender,detenida
prendida,detenida,avanza despacito,adelante,lenta
prendida,lenta,Lento,null,lenta
apagado,detenida,prende ahorita,prender,detenida
apagado,detenida,activate de una!!,prender,detenida
prendida,detenida,apaga,apagar,detenida
izquierda,rapido,mas lento en este momento,izquierda,lenta
prendida,rapido,Dale Adelante,adelante,null
adelante,normal,silla izquierda,adelante + izquierda,normal
adelante,rapido,izquierda ya,adelante + izquierda,rapido
prendida,detenida,Derecha Ya,derecha,null
adelante,rapido,Aumenta La Velocidad En Friega,adelante,rapido
adelante + derecha,lenta,voltea a la izquierda,adelante,lenta
adelante,rapido,gira a la izquierda,adelante + izquierda,rapido
prendida,detenida,muevete adelante,adelante,null
prendida,detenida,desactivate en corto,apagar,detenida
prendida,lenta,ve despacio en corto,null,lenta
adelante + izquierda,rapido,echale para enfrente...,adelante,rapido
adelante + izquierda,lenta,derecha ya,adelante,lenta
adelante + derecha,normal,izquierda ya,adelante,normal
adelante + izquierda,rapido,echale para enfrente,adelante,rapido
prendida,detenida,pa enfrente modo normal,adelante,normal
adelante,detenida,reduce la velocidad en corto.,adelante,lenta
adelante,rapido,Derecha Ya,adelante + derecha,rapido
prendida,detenida,acelera de inmediato,null,rapido
adelante + derecha,rapido,izquierda,adelante,rapido
prendida,detenida,silla izquierda,izquierda,null
apagado,detenida,enciende en corto,prender,detenida
adelante,rapido,silla izquierda,adelante + izquierda,rapido
prendida,detenida,Echale Para Enfrente,adelante,null
adelante,rapido,izquierda.,adelante + izquierda,rapido
adelante,rapido,silla derecha,adelante + derecha,rapido
adelante,detenida,izquierda,adelante + izquierda,detenida
adelante,lenta,reduce velocidad.,adelante,lenta
adelante + derecha,normal,izquierda ya...,adelante,normal
adelante,lenta,izquierda,adelante + izquierda,lenta
prendida,rapido,normal!,null,normal
adelante + derecha,detenida,gira a la izquierda,adelante,detenida
adelante + izquierda,lenta,derecha,adelante,lenta
apagado,detenida,arranca ahorita,prender,detenida
adelante + derecha,rapido,a la izquierda,adelante,rapido
adelante + derecha,normal,ADELANTE,adelante,normal
prendida,detenida,avanza?,adelante,null
apagado,detenida,prende en este momento,prender,detenida
adelante + derecha,normal,izquierda ya,adelante,normal
prendida,detenida,SIGUE DE FRENTE MAS RAPIDO,adelante,rapido
adelante,rapido,DeRecha ya,adelante + derecha,rapido
prendida,normal,acelera,null,rapido
prendida,detenida,dobla a la derecha mas rapido,derecha,rapido
adelante,lenta,Acelera En Friega,adelante,rapido
prendida,detenida,pa enfrente,adelante,null
prendida,detenida,Derecha Ya,derecha,null
prendida,detenida,para enfrente tranqui,adelante,lenta
prendida,detenida,apaga dE inmediato,apagar,detenida
adelante + derecha,lenta,izquierda ya,adelante,lenta
prendida,detenida,pa' la derecha con cuidado,derecha,lenta
prendida,normal,vamoS AdelAnte,adelante,null
prendida,detenida,DescOnectate de InmeDiAto,apagar,detenida
adelante,rapido,gira a la derecha,adelante + derecha,rapido
prendida,detenida,avanza,adelante,null
adelante,rapido,izquierda,adelante + izquierda,rapido
adelante + derecha,normal,daLe adeLAnte,adelante,normal
adelante + derecha,lenta,gira a la izquierda,adelante,lenta
adelante,rapido,Mas Lento De Una,adelante,lenta
adelante,rapido,a la izquierda,adelante + izquierda,rapido
prendida,detenida,para enfrente!,adelante,null
prendida,detenida,para enfrente despacio,adelante,lenta
adelante + derecha,normal,dale adelante,adelante,normal
prendida,detenida,voltea a la derecha,derecha,null
adelante + izquierda,normal,derecha,adelante,normal
apagado,detenida,silla prende,prender,detenida
prendida,detenida,echaLe pArA EnfreNte,adelante,null
prendida,detenida,a la derecha,derecha,null
prendida,lenta,no tan rapido en este momento...,null,lenta
prendida,lenta,Dale Adelante,adelante,null
adelante,normal,derecha,adelante + derecha,normal
prendida,detenida,PAra enfrEnTe!,adelante,null
prendida,detenida,dobla a la izquierda despacito,izquierda,lenta
izquierda,normal,velocidad normal en friega,izquierda,normal
adelante,rapido,derecha ya,adelante + derecha,rapido
adelante,rapido,izquierda!,adelante + izquierda,rapido
adelante,detenida,derecha ya,adelante + derecha,detenida
prendida,detenida,gira al lado izquierdo con mas velocidad,izquierda,rapido
adelante + izquierda,rapido,DERECHA YA,adelante,rapido
prendida,normal,mete mas velocidad en friega,null,rapido
prendida,rapido,Aumenta La Velocidad Ya?,null,rapido
adelante,normal,derecha ya,adelante + derecha,normal
prendida,detenida,a la derecha,derecha,null
adelante + izquierda,normal,gira a la derecha,adelante,normal
prendida,normal,vamos adelante,adelante,null
prendida,detenida,Llegale Hacia Adelante Apurate,adelante,rapido
prendida,detenida,arrancate para adelante normal,adelante,normal
adelante,rapido,IZQUIERDA YA,adelante + izquierda,rapido
derecha,rapido,subele la velocidad,derecha,rapido
prendida,detenida,AVANZA LENTO,adelante,lenta
adelante,rapido,con calma de inmediato??,adelante,lenta
prendida,detenida,subele la velocidad de una,null,rapido
prendida,detenida,adelante,adelante,null
adelante,normal,reduce la velocidad,adelante,lenta
prendida,detenida,para enfrente!!,adelante,null
adelante,rapido,gira a la derecha,adelante + derecha,rapido
adelante,normal,a la derecha,adelante + derecha,normal
prendida,detenida,desactivate en corto,apagar,detenida
adelante + derecha,normal,izQuiERda!!,adelante,normal
prendida,detenida,adelante velocidad normal!,adelante,normal
adelante + izquierda,normal,avanza,adelante,normal
prendida,detenida,MODO NORMAL AHORITA!,null,normal
adelante,normal,voltea a la izquierda,adelante + izquierda,normal
apagado,detenida,prende La sIlla,prender,detenida
prendida,detenida,ve para la izquierda a velocidad normal,izquierda,normal
adelante + izquierda,rapido,voltea a la derecha,adelante,rapido
prendida,detenida,voltea a la izquierda,izquierda,null
adelante,lenta,derecha ya,adelante + derecha,lenta
prendida,detenida,izquierda,izquierda,null
adelante,lenta,GIRA A LA DERECHA,adelante + derecha,lenta
prendida,detenida,dale de frente normal.,adelante,normal
derecha,lenta,baja a normal,derecha,normal
adelante,rapido,izquierda ya.,adelante + izquierda,rapido
prendida,detenida,mete mas velocidad de inmediato,null,rapido
prendida,detenida,MUEVETE ADELANTE,adelante,null
prendida,rapido,adelante??,adelante,null
apagado,detenida,enciendete,prender,detenida
prendida,detenida,apaga de inmediato,apagar,detenida
adelante,rapido,a la derecha,adelante + derecha,rapido
prendida,rapido,ECHALE PARA ENFRENTE??,adelante,null
apagado,detenida,Activate En Corto...,prender,detenida
adelante,normal,voltea a la derecha,adelante + derecha,normal
prendida,normal,adelante,adelante,null
adelante,lenta,AUMENTA LA VELOCIDAD DE UNA??,adelante,rapido
adelante,rapido,voltea a la izquierda,adelante + izquierda,rapido
apagado,detenida,prendete rapido,prender,detenida
adelante,lenta,voltea a la izquierda,adelante + izquierda,lenta
prendida,detenida,silla adelante,adelante,null
adelante,rapido,subele la velocidad en corto,adelante,rapido
prendida,lenta,suavecito,null,lenta
izquierda,lenta,no tan rapido en corto,izquierda,lenta
prendida,detenida,para la izquierda con mas velocidad,izquierda,rapido
adelante,normal,silla izquierda,adelante + izquierda,normal
prendida,detenida,muevete de frente normal,adelante,normal
prendida,detenida,pa enfrente,adelante,null
prendida,detenida,Dale Derecho Mete Velocidad,adelante,rapido
prendida,normal,adelante,adelante,null
prendida,detenida,echale para adelante apurate?,adelante,rapido
adelante,normal,derecha ya??,adelante + derecha,normal
derecha,detenida,a velocidad normal en este momento,derecha,normal
adelante,normal,voltea a la derecha.,adelante + derecha,normal
prendida,detenida,dale adelante,adelante,null
prendida,detenida,pa enfrente velocidad normal,adelante,normal
prendida,lenta,PARA ENFRENTE,adelante,null
prendida,detenida,adelantate apurate??,adelante,rapido
prendida,detenida,rueda hacia adelante con cuidado,adelante,lenta
prendida,normal,modo normal ahorita.,null,normal
prendida,detenida,Derecho Rapido??,adelante,rapido
adelante + izquierda,rapido,Dale Adelante,adelante,rapido
adelante,normal,Gira A La Izquierda,adelante + izquierda,normal
apagado,detenida,activate,prender,detenida
prendida,normal,acelera de una,null,rapido
adelante,lenta,derecha ya!,adelante + derecha,lenta
prendida,detenida,continua hacia adelante.,adelante,normal
adelante,lenta,aumenta la velocidad ya,adelante,rapido
prendida,rapido,PARA ENFRENTE!!,adelante,null
adelante,rapido,bajale la velocidad,adelante,lenta
izquierda,detenida,mas lento en este momento,izquierda,lenta
prendida,detenida,continUa aL Frente LentO,adelante,lenta
prendida,detenida,Gira A La Izquierda?,izquierda,null
adelante,rapido,silla izquierda,adelante + izquierda,rapido
adelante + izquierda,lenta,gira a la derecha,adelante,lenta
adelante,normal,a la izquierda.,adelante + izquierda,normal
prendida,detenida,adelante despacio,adelante,lenta
prendida,lenta,ve despacio de inmediato.,null,lenta
prendida,detenida,Silla Adelante,adelante,null
prendida,rapido,aumenta la velocidad ya,null,rapido
adelante,rapido,con mas velocidad ya,adelante,rapido
prendida,detenida,hacia adelante apurate,adelante,rapido
prendida,detenida,silla apagate,apagar,detenida
adelante,rapido,no tan rapido en este momento,adelante,lenta
adelante + izquierda,lenta,a la derecha,adelante,lenta
