estado_accion,estado_velocidad,frase,accion,velocidad
prendida,detenida,VE HACIA ADELANTE,adelante,null
adelante,rapido,por favor reduce la velocidad en friega,adelante,lenta
adelante,detenida,hey mete velocidad,adelante,rapido
atras,lenta,hey manten velocidad normal en friega de inmediato,atras,normal
atras,rapido,oye con calma,atras,lenta
adelante,rapido,voltea a la izquierda ahora,adelante + izquierda,rapido
prendida,lenta,REVERSA.,atras,null
prendida,detenida,Continua Para Enfrente Mas Rapido Por Favor...,adelante,rapido
prendida,detenida,apaga en este momento??,apagar,detenida
prendida,detenida,Vamos Atras,atras,null
atras,normal,hey reduce la velocidad de una de inmediato,atras,lenta
prendida,detenida,retrocede normal,atras,normal
prendida,detenida,rueda hacia adelante apurate,adelante,rapido
adelante,lenta,por favor voltea a la izquierda!,adelante + izquierda,lenta
apagado,detenida,silla enciendete de una ahora!,prender,detenida
prendida,detenida,para adelante normal,adelante,normal
apagado,detenida,Prende!,prender,detenida
prendida,detenida,echate para atras!,atras,null
adelante + derecha,normal,DOBLA A LA IZQUIERDA YA,adelante,normal
prendida,detenida,ve hacia adelante ahora,adelante,null
adelante,normal,silla mueve a la derecha,adelante + derecha,normal
prendida,detenida,Apaga De Inmediato,apagar,detenida
atras,lenta,silla aumenta la velocidad en friega,atras,rapido
prendida,detenida,ve de frente,adelante,normal
atras,normal,mas despacio,atras,lenta
prendida,rapido,por favor despacito,null,lenta
adelante + izquierda,normal,oye vamos adelante ya,adelante,normal
prendida,detenida,silla gira derecha,derecha,null
izquierda,detenida,modo normal ahorita?,izquierda,normal
adelante,normal,hey gira a la izquierda,adelante + izquierda,normal
adelante,rapido,por favor aumenta la velocidad en friega ya.,adelante,rapido
prendida,detenida,por favor desconectate en friega,apagar,detenida
prendida,detenida,apagate de una,apagar,detenida
adelante,normal,izquierda ya,adelante + izquierda,normal
adelante + izquierda,normal,por favor derecha ya,adelante,normal
adelante,normal,oye mas lento en este momento ahorita,adelante,lenta
prendida,detenida,hazte para atras,atras,null
atras,rapido,desacelera en este momento,atras,lenta
adelante,detenida,BAJA A NORMAL,adelante,normal
prendida,normal,hey adelante ya??,adelante,null
apagado,detenida,silla activate en este momento ahorita,prender,detenida
adelante,detenida,oye modo normal ahorita??,adelante,normal
prendida,detenida,en reversa tranqui,atras,lenta
prendida,detenida,regresate hacia atras,atras,normal
adelante + derecha,normal,AVANZA UN POCO YA,adelante,normal
adelante,lenta,oye dobla a la derecha ahorita,adelante + derecha,lenta
prendida,detenida,oye pa enfrente ahora,adelante,null
prendida,detenida,retrocede,atras,null
atras,detenida,subele la velocidad de una ahorita?,atras,rapido
prendida,detenida,arrancate pa' atras,atras,normal
adelante,rapido,baja la velocidad?,adelante,lenta
prendida,detenida,hey adelantate a velocidad normal,adelante,normal
prendida,detenida,hey izquierda,izquierda,null
prendida,detenida,OYE A LA IZQUIERDA POR FAVOR,izquierda,null
adelante + izquierda,rapido,por favor adelante,adelante,rapido
adelante,rapido,dobla a la izquierda ya,adelante + izquierda,rapido
adelante + izquierda,rapido,mueve a la derecha,adelante,rapido
apagado,detenida,hey activate en corto,prender,detenida
apagado,detenida,enciende,prender,detenida
atras,rapido,ve despacio de inmediato...,atras,lenta
prendida,detenida,oye a la derecha mas rapido ahorita,derecha,rapido
atras,lenta,oye lenta ahora,atras,lenta
prendida,normal,oye retrocede ahorita,atras,null
adelante,rapido,DOBLA A LA DERECHA,adelante + derecha,rapido
prendida,detenida,Al LaDo izquieRdo suavecitO!!,izquierda,lenta
prendida,rapido,hey manten velocidad normal ahora,null,normal
apagado,detenida,oye PrEnDeTe ahorita de iNmediATo,prender,detenida
prendida,detenida,hey atras despacio ahora,atras,lenta
adelante,normal,SUBE LA VELOCIDAD AHORITA,adelante,rapido
prendida,detenida,muevetE ADelante,adelante,null
prendida,detenida,dale adelante,adelante,null
atras,rapido,bajale la velocidad de inmediato ahora...,atras,lenta
prendida,detenida,atras ahorita,atras,null
izquierda,rapido,oYe modo normaL aHOrIta de inmEdiato,izquierda,normal
prendida,detenida,silla recula de inmediato,atras,null
atras,lenta,desacelera en corto...,atras,lenta
prendida,detenida,apaga de una...,apagar,detenida
prendida,detenida,silla dale de frente normal,adelante,normal
prendida,detenida,oye rueda para enfrente despacio,adelante,lenta
prendida,detenida,De Reversa Despacito,atras,lenta
prendida,detenida,hey muevete en reversa tranqui,atras,lenta
prendida,detenida,llegale al frente mas rapido por favor!!,adelante,rapido
prendida,detenida,por favor Mete mAs VeloCidAd de una,null,rapido
prendida,detenida,silla atras normal,atras,normal
prendida,detenida,muevete atras,atras,null
prendida,rapido,mas rapido en este momento,null,rapido
adelante + derecha,normal,mueve a la izquierda ya,adelante,normal
adelante + izquierda,rapido,MUEVE A LA DERECHA POR FAVOR,adelante,rapido
adelante + izquierda,rapido,giRA derechA,adelante,rapido
adelante,normal,NO TAN RAPIDO DE UNA,adelante,lenta
prendida,detenida,HEY LLEGALE DE FRENTE TRANQUI DE INMEDIATO!,adelante,lenta
prendida,detenida,desactivate de una!!,apagar,detenida
prendida,detenida,por favor adElAntaTe A vElocIdaD norMal ahora??,adelante,normal
prendida,rapido,echate para atras...,atras,null
derecha,detenida,apurate por favor,derecha,rapido
prendida,detenida,Oye Reversa,atras,null
prendida,detenida,RETROCEDE METE VELOCIDAD AHORA,atras,rapido
prendida,detenida,tuerce al lado derecho apurate por favor,derecha,rapido
adelante + izquierda,rapido,Ve Hacia Adelante De Inmediato,adelante,rapido
prendida,detenida,silla rueda de frente rapido ya,adelante,rapido
prendida,detenida,hiberna ahora,apagar,detenida
prendida,detenida,oye da reversa,atras,null
prendida,detenida,hazte para atras lento ahorita!!,atras,lenta
adelante,normal,VELOCIDAD NORMAL EN FRIEGA AHORA,adelante,normal
adelante + derecha,lenta,hey gira izquierda!,adelante,lenta
adelante,lenta,voltea a la derecha ya,adelante + derecha,lenta
apagado,detenida,enciende en corto,prender,detenida
prendida,detenida,silla muevete hacia la derecha normal?,derecha,normal
adelante + derecha,normal,muevete adelante por favor,adelante,normal
prendida,detenida,Vamos Atras,atras,null
prendida,detenida,silla sigue adelante de inmediato,adelante,null
adelante + derecha,normal,OYE DOBLA A LA IZQUIERDA AHORA!!,adelante,normal
prendida,detenida,muevete pa' atras,atras,normal
adelante + derecha,normal,DObLa a la izquIerdA de inmediatO,adelante,normal
atras,rapido,Por Favor Disminuye La Velocidad Ahora,atras,normal
prendida,detenida,hey hacia atras a velocidad normal,atras,normal
adelante,normal,hey dobla a la derecha ahora,adelante + derecha,normal
adelante,normal,DESACELERA EN CORTO,adelante,lenta
adelante,normal,oye a la izquierda por favor,adelante + izquierda,normal
derecha,rapido,a velocidad normal ahorita,derecha,normal
prendida,detenida,oye pa enfrente ya,adelante,null
prendida,detenida,gira derecha,derecha,null
adelante + derecha,lenta,Oye Gira A La Izquierda Ahora,adelante,lenta
adelante,lenta,con mas velocidad ahorita??,adelante,rapido
prendida,detenida,hey sigue adelante,adelante,null
prendida,detenida,recula de inmediato,atras,null
adelante + derecha,lenta,silla a la izquierda,adelante,lenta
adelante + derecha,rapido,por favor para enfrente??,adelante,rapido
prendida,detenida,apagate ya,apagar,detenida
adelante + izquierda,rapido,hey gira derecha ahorita!!,adelante,rapido
prendida,detenida,para enfrente??,adelante,null
atras,detenida,REDUCE LA VELOCIDAD EN ESTE MOMENTO AHORITA,atras,lenta
adelante,lenta,hey acelera de inmediato ahora,adelante,rapido
adelante,lenta,MUEVE A LA DERECHA,adelante + derecha,lenta
adelante + derecha,lenta,hey echale para enfrente,adelante,lenta
prendida,detenida,silla apaga en corto ahorita,apagar,detenida
prendida,detenida,vamos atras,atras,null
prendida,detenida,vamos atras por favor,atras,null
prendida,detenida,cierra en corto por favor,apagar,detenida
prendida,detenida,por favor avanza un poco ahora,adelante,null
adelante,normal,voltea a la izquierda.,adelante + izquierda,normal
prendida,lenta,hey incrementa la velocidad,null,rapido
atras,rapido,modo normal ahora,atras,normal
prendida,detenida,reduce la velocidad ya,null,lenta
apagado,detenida,por favor prende de una,prender,detenida
prendida,detenida,regresate de reversa de inmediato,atras,normal
prendida,detenida,oye dale adelante,adelante,null
adelante + izquierda,normal,derecha por favor,adelante,normal
atras,rapido,reduce velocidad?,atras,lenta
prendida,detenida,hey pa' atras suavecito,atras,lenta
prendida,detenida,silla para enfrente,adelante,normal
adelante + derecha,normal,silla a la izquierda ya,adelante,normal
prendida,detenida,avanza un poco ya.,adelante,null
prendida,detenida,Apagate Ahorita Ahora.,apagar,detenida
prendida,detenida,dale para atras despacito,atras,lenta
adelante,rapido,silla bajale la velocidad de una por favor,adelante,lenta
prendida,normal,para enfrente ya!,adelante,null
prendida,detenida,oye muevete atras??,atras,null
atras,detenida,lenta,atras,lenta
prendida,detenida,apagate ahorita,apagar,detenida
prendida,detenida,pa atras,atras,null
prendida,detenida,silla ve hacia adelante con calma,adelante,lenta
apagado,detenida,oye enciende la silla,prender,detenida
izquierda,rapido,manten velocidad normal en friega,izquierda,normal
prendida,detenida,para adelante suavecito ahora,adelante,lenta
adelante + izquierda,rapido,hey pa enfrente ahorita!,adelante,rapido
prendida,detenida,oyE VaMos adelante aHOrIta,adelante,null
apagado,detenida,Oye Prender,prender,detenida
adelante + izquierda,normal,echale para enfrente ahora,adelante,normal
adelante,normal,por favor nOrmAl en frIEGa ahoRa??,adelante,normal
prendida,lenta,Por Favor Avanza Un Poco,adelante,null
prendida,rapido,Con Cuidado,null,lenta
adelante,lenta,a la derecha por favor.,adelante + derecha,lenta
adelante + izquierda,lenta,a la derecha,adelante,lenta
adelante,lenta,silla manten velocidad normal en friega ahorita,adelante,normal
apagado,detenida,por favor prende ahora,prender,detenida
prendida,detenida,por favor voltea al lado izquierdo mete velocidad,izquierda,rapido
prendida,detenida,oye para atras mete velocidad.,atras,rapido
adelante,rapido,derecha,adelante + derecha,rapido
adelante,rapido,mueve a la izquierda ahora!,adelante + izquierda,rapido
adelante,normal,SILLA DERECHA...,adelante + derecha,normal
prendida,detenida,silla gira a la izquierda ahora,izquierda,normal
prendida,detenida,dobla a la izquierda ahorita.,izquierda,null
prendida,normal,MODO NORMAL YA...,null,normal
adelante + derecha,normal,por FAvor Gira A La izquierda,adelante,normal
adelante + izquierda,normal,muevete adelante ahorita,adelante,normal
prendida,detenida,derecha,derecha,null
adelante,normal,Aumenta La Velocidad Ya Ya,adelante,rapido
atras,lenta,reduce la velocidad ahora ahora,atras,lenta
adelante + izquierda,detenida,HEY GIRA DERECHA AHORITA,adelante,detenida
atras,detenida,con calma de inmediato ahorita,atras,lenta
prendida,rapido,MANTEN VELOCIDAD NORMAL EN FRIEGA DE INMEDIATO,null,normal
adelante,lenta,despacio,adelante,lenta
prendida,detenida,por favor apagate en friega,apagar,detenida
prendida,lenta,oye modo normal ya,null,normal
prendida,detenida,mas despacio ya,null,lenta
prendida,rapido,para atras por favor,atras,null
prendida,detenida,echale para enfrente ya,adelante,null
adelante + derecha,lenta,gira izquierda,adelante,lenta
adelante,normal,mueve a la derecha ahorita,adelante + derecha,normal
adelante,normal,mas rapido ya ahorita,adelante,rapido
atras,normal,subeLe la velOcIDad En este mOMento,atras,rapido
adelante,normal,dobla a la derecha de inmediato,adelante + derecha,normal
prendida,detenida,para adElaNte mEte VelociDAd ahorita,adelante,rapido
prendida,detenida,oye regresate de reversa a velocidad normal ya,atras,normal
apagado,detenida,por favor prende ahora,prender,detenida
atras,normal,No Tan Rapido Ya,atras,lenta
atras,detenida,con mas velocidad ahora,atras,rapido
prendida,rapido,hey aumenta la velocidad ya de inmediato,null,rapido
adelante,lenta,a la izquierda ya,adelante + izquierda,lenta
prendida,detenida,desconectate de inmediato ahorita,apagar,detenida
prendida,lenta,desacelera en este momento ahorita?,null,lenta
adelante,normal,VOLTEA A LA IZQUIERDA YA,adelante + izquierda,normal
atras,rapido,por favor modo normal ahorita de inmediato,atras,normal
adelante,normal,gira a la derecha ahora...,adelante + derecha,normal
prendida,detenida,heY reGresAte pA' atrAs tranqui,atras,lenta
prendida,detenida,revErSa velocidad nOrmal ahora,atras,normal
atras,normal,con cuidado ahorita,atras,lenta
adelante + derecha,rapido,silla ve hacia adelante ahora,adelante,rapido
prendida,detenida,a velocidad normal de una!,null,normal
adelante + izquierda,normal,voltea a la derecha ahorita,adelante,normal
prendida,lenta,silla modo normal ya.,null,normal
apagado,detenida,arranca,prender,detenida
prendida,lenta,hey dale adelante.,adelante,null
prendida,rapido,SILLA CON MAS VELOCIDAD EN CORTO,null,rapido
prendida,detenida,echale de frente con cuidado,adelante,lenta
adelante,normal,A VELOCIDAD NORMAL EN ESTE MOMENTO,adelante,normal
prendida,detenida,llegale hacia adelante con mas velocidad,adelante,rapido
prendida,detenida,oye da vuelta para la derecha lento,derecha,lenta
prendida,detenida,Hey Gira A La Derecha,derecha,null
adelante,lenta,silla con cuidado,adelante,lenta
prendida,normal,Silla Vamos Atras Ahorita,atras,null
prendida,lenta,oye dale adelante de inmediato,adelante,null
prendida,lenta,modo normal ahorita,null,normal
prendida,normal,SILLA VAMOS ATRAS.,atras,null
prendida,detenida,oye voltea a la izquierda acelera ya,izquierda,rapido
adelante + izquierda,lenta,hey dale adelante,adelante,lenta
prendida,rapido,echate para atras,atras,null
prendida,detenida,oye mUeveTe para enfRente ya,adelante,normal
adelante,normal,izquierda de inmediato,adelante + izquierda,normal
prendida,detenida,por favor muevete adelante,adelante,null
apagado,detenida,hey encender,prender,detenida
prendida,detenida,silla avanza ahorita,adelante,null
prendida,normal,hey modo normal ahora por favor,null,normal
prendida,normal,hey mete mas velocidad ahora,null,rapido
prendida,rapido,desacelera de inmediato ahorita,null,lenta
apagado,detenida,ArrAncA En coRto de InmediAto,prender,detenida
apagado,detenida,SILLA ARRANCA AHORITA...,prender,detenida
prendida,detenida,Cierra En Corto,apagar,detenida
adelante + derecha,lenta,dobla a la izquierda ahorita,adelante,lenta
adelante,rapido,Dobla A La Izquierda,adelante + izquierda,rapido
prendida,detenida,rueda hacia adelante mete velocidad ya,adelante,rapido
prendida,detenida,por favor bajale la velocidad??,null,lenta
derecha,lenta,por favor con mas velocidad,derecha,rapido
